洛阳钼业,高科 ,合营
洛阳钼业,洛阳申雨 ,联营
宝钢股份,中国宝武,股东
中国重工,中国动力 ,子公司
宁德时代,青海时代,子公司
宁德时代,江苏时代,子公司
宁德时代,时代上汽,子公司
宁德时代,时代锂动力,子公司
宁德时代,屏南时代,子公司
宁德时代,宁德润源,子公司
宁德时代,广东邦普,子公司
宁德时代,湖南邦普,子公司
宁德时代,三水邦普,子公司
宁德时代,普莱德,关联方
宁德时代,Valmet,联营
宁德时代,NAL,联营
宁德时代,NAN,子公司
宁德时代,东方精工,合作
宁德时代,成都盛德大业,股权投资对象
宁德时代,新能源科技及其子公司,股权投资对象
国电南瑞,南瑞集团,股东
国电南瑞,国网电科院,股东
国电南瑞,国网公司,股东
三一重工,三一重机 ,子公司
三一重工,三一汽车起重机 ,子公司
三一重工,湖南汽车 ,子公司
三一重工,娄底中兴液压件 ,子公司
三一重工,娄底中源新材料 ,子公司
三一重工,浙江三一装备 ,子公司
三一重工,中兴恒远 ,子公司
三一重工,三一国际发展 ,子公司
三一重工,普茨迈斯特 ,子公司
中国中车,财务公司 ,合作
中国中车,四方股份 ,子公司
中国中车,长客股份 ,子公司
中国中车,株洲所 ,子公司
中国中车,唐山公司 ,子公司
中国中车,株机公司 ,子公司
中国中车,时代新材 ,竞争
中国中车,时代电气 ,竞争
中国国航,国货航 ,股东
中国国航,深圳航空 ,股东
中国国航,昆明航空 ,股东
中国国航,澳门航空 ,股东
中国国航,北京航空 ,股东
中国国航,大连航空 ,股东
中国国航,内蒙航空 ,股东
中国国航,AMECO ,股东
中国国航,中航财务 ,股东
中国国航,山东航空/山航股份 ,股东
中国国航,山航集团 ,关联方
中国国航,国泰航空 ,股东
中国国航,国泰航空集团 ,关联方
中国国航,中航集团公司 ,关联方
中国国航,中航集团 ,关联方
中国国航,中航有限 ,关联方
中国国航,中航有限集团 ,关联方
中国国航,汉莎航空 ,合作
上海机场,上海市国资委 ,股东
分众传媒,分众多媒体 ,股东
分众传媒,Media Management (HK) ,股东
分众传媒,Power Star (HK) ,竞争
分众传媒,Glossy City (HK) ,竞争
分众传媒,Giovanna Investment (HK) ,竞争
分众传媒,Gio2 (HK) ,竞争
分众传媒,珠海融悟 ,股东
分众传媒,筝菁投资 ,股东
分众传媒,晋汇创富 ,股东
分众传媒,琨玉锦程 ,股东
分众传媒,融鑫智明 ,股东
分众传媒,嘉兴会凌 ,股东
分众传媒,赡宏投资 ,股东
分众传媒,宏琏投资 ,股东
分众传媒,鸿黔投资 ,股东
分众传媒,鸿莹投资 ,股东
分众传媒,汇佳合兴 ,股东
分众传媒,纳兰德 ,股东
分众传媒,贝因美集团 ,股东
分众传媒,信恒众润 ,股东
分众传媒,景福投资 ,股东
分众传媒,发展中心二期 ,股东
分众传媒,优欣投资 ,股东
分众传媒,钜洲资产 ,股东
分众传媒,湖南文化 ,股东
分众传媒,誉信投资 ,股东
分众传媒,华石鹏益 ,股东
分众传媒,道得原态 ,股东
分众传媒,聚金嘉为 ,股东
分众传媒,天津诚柏 ,股东
分众传媒,德同众媒 ,股东
分众传媒,北京物源 ,股东
分众传媒,上善若水 ,股东
分众传媒,柘中股份 ,股东
分众传媒,贤佑投资 ,股东
分众传媒,益畅投资 ,股东
分众传媒,西证价值 ,股东
分众传媒,前海富荣 ,股东
分众传媒,鹏瑞投资 ,股东
分众传媒,枫众投资 ,股东
分众传媒,发展中心一期 ,股东
分众传媒,数禾科技、数禾 ,担保
分众传媒,分众鸿意 ,子公司
分众传媒,分众鑫晟 ,子公司
分众传媒,分众娱乐 ,子公司
分众传媒,分众福利 ,子公司
分众传媒,阿里 ,股东
分众传媒,阿里巴巴 ,股东
中兴通讯,中兴香港 ,子公司
中兴通讯,中兴软件 ,子公司
中兴通讯,鹏辉能源 ,股权投资对象
中兴通讯,新易盛 ,股权投资对象
中兴通讯,兆易创新 ,股权投资对象
中兴通讯,徕木股份 ,股权投资对象
中兴通讯,世运电路 ,股权投资对象
中兴通讯,铭普光磁 ,股权投资对象
中兴通讯,联创电子 ,股权投资对象
中兴通讯,世嘉科技 ,股权投资对象
中兴通讯,Enablence Technologies ,股权投资对象
中兴通讯,联合光电 ,股权投资对象
中兴通讯,中兴创投 ,关联方
中兴通讯,中和春生基金 ,股东
中兴通讯,中兴新 ,关联方
中兴通讯,中兴和泰 ,关联方
中兴通讯,中兴发展 ,关联方
中兴通讯,航天欧华 ,关联方
中兴通讯,西安微电子 ,关联方
中兴通讯,航天广宇 ,关联方
中兴通讯,中兴维先通 ,关联方
中兴通讯,国兴睿科 ,关联方
中兴通讯,中兴集团财务公司 ,子公司
中兴通讯,中兴微电子 ,子公司
中国联通,联通 BVI 公司 ,关联方
中国联通,联通红筹公司 ,股东
中国联通,中国铁塔 ,关联方
上汽集团,上汽总公司 ,关联方
上汽集团,上汽大众 ,子公司
上汽集团,上汽通用 ,子公司
上汽集团,乘用车公司 ,子公司
上汽集团,上汽通用五菱 ,子公司
上汽集团,上汽大通 ,子公司
上汽集团,依维柯红岩、上依红 ,子公司
上汽集团,南京依维柯 ,子公司
上汽集团,上汽正大 ,子公司
上汽集团,上汽印尼 ,子公司
上汽集团,华域汽车、华域 ,关联方
上汽集团,财务公司、上汽财务 ,子公司
上汽集团,上汽通用金融 ,子公司
上汽集团,车享科技 ,股权投资对象
上汽集团,环球车享 ,股权投资对象
三六零,奇信志成 ,合作
三六零,三六零科技 ,关联方
三六零,奇虎科技 ,子公司
三六零,世界星辉 ,子公司
三六零,北京奇元 ,子公司
三六零,北京奇付通 ,子公司
三六零,深圳奇付通 ,子公司
三六零,摩比神奇 ,子公司
三六零,Qifei International ,子公司
三六零,天津众信 ,股东
三六零,天津欣新盛 ,股东
三六零,红杉懿远 ,股东
三六零,信心奇缘 ,股东
三六零,海宁国安 ,股东
三六零,苏州嘉捷电梯 ,关联方
三六零,嘉捷机电科技 ,关联方
三六零,深圳蜂联 ,子公司
美的集团,小天鹅 ,子公司
美的集团,东芝 ,合作
美的集团,东芝家电或 TLSC ,合作
美的集团,库卡集团 ,股权投资对象
海螺水泥,新力金融,股权投资对象
海螺水泥,西部水泥,股权投资对象
海螺水泥,海螺型材,关联方
海螺水泥,海螺设计院,关联方
海螺水泥,海螺投资公司,关联方
海螺水泥,海螺信息工程公司,关联方
海螺水泥,海螺新材料公司,关联方
海螺水泥,国投安徽海螺售电公司,关联方
海螺水泥,国投安徽海螺清洁能源,关联方
海螺水泥,海创投资,股东
海螺水泥,海一航运,关联方
海螺水泥,海创实业,关联方
海螺水泥,海螺创业,关联方
海螺水泥,相山水泥,担保
海螺水泥,西巴布亚公司,担保
海螺水泥,缅甸海螺,担保
海螺水泥,白马山水泥厂,子公司
海螺水泥,铜陵海螺,子公司
海螺水泥,建德海螺,子公司
海螺水泥,涟源海螺,子公司
海螺水泥,江华海螺,子公司
海螺水泥,阳春海螺,子公司
海螺水泥,分宜海螺,子公司
海螺水泥,兴业海螺,子公司
海螺水泥,马德望海螺,子公司
海螺水泥,印尼海螺,子公司
海螺水泥,江苏海螺建材,子公司
海螺水泥,广英水泥,子公司
海螺水泥,卡尔希海螺,子公司
海螺水泥,万象海螺,子公司
海螺水泥,琅勃拉邦海螺,子公司
海螺水泥,缅甸海螺,子公司
海螺水泥,曼德勒海螺,子公司
海螺水泥,马德望海螺,子公司
海螺水泥,北苏海螺,子公司
立讯精密,香港立讯,股东
立讯精密,资信投资,股东
立讯精密,东莞讯滔,子公司
立讯精密,东莞立德,子公司
立讯精密,吉安协讯,子公司
立讯精密,博硕科技,子公司
立讯精密,新余协讯,子公司
立讯精密,昆山立讯,子公司
立讯精密,昆山联滔,子公司
立讯精密,亳州联滔,子公司
立讯精密,珠海双赢 ,子公司
立讯精密,滁州立讯,子公司
立讯精密,德国 SuK,子公司
立讯精密,苏州美特,子公司
